,TF
598,False
599,True
600,False
601,True
602,True
603,False
604,False
605,True
606,True
607,True
608,False
609,True
610,True
611,True
612,True
613,True
614,True
615,False
616,True
617,True
618,True
619,True
620,True
621,True
622,True
623,True
624,True
625,False
626,True
627,True
628,True
629,True
630,True
631,False
632,True
633,True
634,True
635,True
636,True
637,True
638,True
639,True
640,True
641,True
642,False
643,True
644,True
645,True
646,True
647,True
648,False
649,True
650,True
651,True
652,True
653,True
654,True
655,True
656,True
657,True
658,True
659,False
660,True
661,True
662,True
663,True
664,True
665,True
666,True
667,True
668,True
669,True
670,True
671,False
672,False
673,True
674,True
675,True
676,True
677,True
678,True
679,True
680,True
681,True
682,True
683,True
684,True
685,True
686,True
687,True
688,True
689,True
690,True
691,True
692,False
693,True
694,True
695,True
696,True
697,True
698,False
699,True
700,True
701,True
702,True
703,True
704,True
705,True
706,True
707,True
708,False
709,True
710,True
711,True
712,True
713,False
714,True
715,True
716,True
717,True
718,True
719,True
720,False
721,False
722,False
723,True
724,True
725,True
726,True
727,False
728,True
729,True
730,True
731,True
732,False
733,True
734,True
735,True
736,True
737,True
738,True
739,True
740,True
741,True
742,True
743,True
744,True
745,True
746,True
747,True
748,False
749,False
750,True
751,True
752,True
753,True
754,True
755,True
756,True
757,True
758,True
759,False
760,True
761,False
762,True
763,True
764,True
765,True
766,True
767,True
768,False
769,True
770,True
771,True
772,True
773,True
774,True
775,True
776,True
777,True
778,True
779,True
780,False
781,True
782,True
783,True
784,True
785,True
786,True
787,True
788,False
789,True
790,True
791,False
792,True
793,True
794,True
795,True
796,True
797,True
798,True
799,True
800,True
801,True
802,False
803,False
804,True
805,False
806,True
807,True
808,True
809,True
810,True
811,False
812,True
813,True
814,False
815,True
816,True
817,True
818,True
819,True
820,True
821,True
822,True
823,True
824,False
825,True
826,False
827,True
828,True
829,True
830,True
831,True
832,True
833,True
834,True
835,True
836,True
837,True
838,True
839,False
840,True
841,True
842,True
843,True
844,True
845,True
846,True
847,False
848,True
849,True
850,False
851,True
852,True
853,True
854,False
855,True
856,True
857,True
858,True
859,False
860,True
861,True
862,True
863,True
864,True
865,True
866,True
867,True
868,True
869,True
870,True
871,True
872,False
873,True
874,True
875,False
876,True
877,True
878,True
879,True
880,True
881,True
882,False
883,True
884,True
885,True
886,False
887,True
888,True
889,True
890,True
891,True
892,True
893,True
894,True
895,True
896,True
897,False
898,True
899,True
900,True
901,False
902,True
903,True
904,True
905,True
906,True
907,True
908,True
909,True
910,True
911,True
912,True
913,True
914,True
915,True
916,True
917,True
918,True
919,True
920,True
921,True
922,True
923,True
924,True
925,True
926,True
927,True
928,True
929,True
930,True
931,True
932,True
933,True
934,False
935,True
936,True
937,True
938,True
939,True
940,False
941,True
942,True
943,True
944,True
945,True
946,True
947,True
948,False
949,True
950,False
951,True
952,True
953,True
954,True
955,True
956,True
957,True
958,False
959,True
960,True
961,False
962,True
963,False
964,True
965,False
966,True
967,True
968,True
969,True
970,True
971,True
972,True
973,True
974,True
975,True
976,False
977,True
978,False
979,True
980,True
981,True
982,True
983,True
984,True
985,True
986,True
987,True
988,True
989,False
990,True
991,True
992,True
993,True
994,False
995,True
996,True
997,False
998,True
999,False
